ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
729,18.477853,77.399289,14.9,-5.2,8.15,8.47741867266953,Pozitivno,Da
730,18.472369,77.395378,10.3,-67.5,6.49,3.17,Pozitivno,Ne
731,18.495179,77.394323,13.2,-51.8,7.16,1.29,Negativno,Ne
732,18.481461,77.388366,4.4,-51.8,8.31,1.33,Negativno,Ne
733,18.46716,77.38173,2.2,-52.2,7.6,5.38,Negativno,Ne
734,18.468891,77.397377,13.4,-46.7,6.54,0.62,Negativno,Ne
735,18.4768,77.402101,3.6,-71.2,6.9,1.2,Negativno,Ne
736,18.462708,77.396619,5.0,-30.6,7.14,4.84,Negativno,Ne
737,18.477329,77.380976,14.9,-54.3,7.21,1.47,Pozitivno,Ne
738,18.485708,77.38414,1.0,-84.0,6.08,4.27,Negativno,Ne
739,18.461787,77.394279,3.0,-49.9,6.93,5.74,Pozitivno,Ne
740,18.497701,77.387792,8.1,-62.4,8.26,3.9,Negativno,Da
741,18.478998,77.377433,3.2,-53.1,6.8,2.71,Negativno,Ne
742,18.469608,77.400724,8.6,-67.3,7.24,5.27,Negativno,Ne
743,18.469855,77.416221,8.0,-50.2,6.85,3.82,Negativno,Ne
744,18.482936,77.384651,11.2,-39.1,7.68,0.75,Negativno,Ne
745,18.478872,77.385616,0.4,-62.8,6.91,0.54,Negativno,Ne
746,18.494823,77.381507,1.0,-58.8,6.41,3.06,Pozitivno,Ne
747,18.480067,77.399865,5.2,-5.8,6.96,7.567418672669531,Pozitivno,Da
748,18.496573,77.395537,3.8,-75.7,6.76,5.87,Pozitivno,Ne
749,18.478226,77.394687,14.2,-41.4,6.79,2.61,Negativno,Ne
750,18.486186,77.382042,12.6,-44.7,6.94,3.55,Negativno,Ne
751,18.482521,77.411128,10.8,-75.2,7.27,3.31,Negativno,Ne
752,18.465669,77.385524,11.2,-31.8,7.46,4.4,Negativno,Ne
753,18.484221,77.393829,4.8,-45.0,6.04,5.15,Negativno,Ne
754,18.483968,77.386347,9.3,-54.1,6.31,4.81,Negativno,Ne
755,18.479241,77.373282,11.8,-60.9,7.59,3.26,Negativno,Ne
756,18.476832,77.398931,10.9,-63.9,7.22,3.92,Negativno,Da
757,18.466895,77.397731,6.4,-65.7,6.79,0.29,Negativno,Ne
758,18.459068,77.380807,12.3,-67.9,6.39,5.21,Negativno,Ne
759,18.483292,77.389313,8.7,-50.4,6.07,5.29,Negativno,Ne
760,18.490454,77.398586,7.8,-63.6,7.86,0.96,Negativno,Ne
761,18.480107,77.393322,9.9,-16.5,6.68,1.68,Negativno,Ne
762,18.471706,77.390177,2.3,-50.1,8.05,4.71,Negativno,Ne
763,18.481434,77.399307,4.2,-41.9,7.62,4.21,Negativno,Ne
764,18.473302,77.372782,4.8,-51.1,6.87,3.38,Negativno,Ne
765,18.488893,77.405432,9.5,-63.9,7.37,1.3,Negativno,Ne
766,18.481528,77.389328,6.8,-36.5,6.28,5.42,Negativno,Ne
767,18.497476,77.387931,10.0,-45.0,7.33,4.87,Negativno,Ne
768,18.478426,77.375796,10.8,-32.1,7.03,3.95,Pozitivno,Ne
769,18.474613,77.38339,14.8,-64.9,6.21,1.85,Negativno,Ne
770,18.477599,77.396778,7.3,-62.6,7.39,2.17,Negativno,Da
771,18.465414,77.390353,3.1,-54.1,7.08,3.32,Negativno,Ne
772,18.473499,77.393219,13.2,-58.3,7.03,4.69,Negativno,Ne
773,18.494298,77.401087,8.5,-51.0,6.63,4.65,Negativno,Ne
774,18.458654,77.408594,8.2,-31.9,7.04,4.42,Negativno,Ne
775,18.478288,77.378382,10.3,-37.4,7.03,5.77,Pozitivno,Ne
776,18.481565,77.389956,10.0,-42.7,6.79,5.59,Negativno,Ne
777,18.482613,77.391523,9.2,-50.6,6.53,2.95,Negativno,Ne
778,18.471033,77.379324,8.6,-36.4,6.17,3.34,Negativno,Ne
779,18.499387,77.382253,0.3,-56.5,8.26,1.58,Negativno,Ne
780,18.486936,77.396436,0.4,-65.0,7.82,1.65,Negativno,Ne
781,18.490561,77.393339,8.6,-48.4,6.1,5.91,Negativno,Ne
782,18.489582,77.410836,2.0,-74.6,6.24,5.63,Negativno,Ne
783,18.479769,77.389231,0.1,-41.3,7.2,3.32,Negativno,Ne
784,18.470971,77.380468,3.8,-6.0,6.78,10.427510804995372,Pozitivno,Da
785,18.477963,77.393169,0.5,-32.3,6.98,2.91,Negativno,Ne
786,18.485602,77.389528,1.6,-38.5,6.8,4.44,Negativno,Ne
787,18.484808,77.381722,9.3,-44.8,7.44,0.86,Negativno,Ne
788,18.473792,77.391334,4.5,-50.8,6.94,1.31,Negativno,Ne
789,18.479559,77.390888,8.3,-56.4,7.01,1.31,Negativno,Ne
790,18.475912,77.394019,3.3,-44.9,7.22,1.62,Negativno,Ne
791,18.475432,77.390082,3.3,-35.2,6.58,4.45,Negativno,Ne
792,18.473941,77.394803,8.7,-57.8,7.81,2.67,Negativno,Ne
793,18.489798,77.380061,10.9,-22.0,7.01,2.24,Negativno,Ne
794,18.459514,77.384192,5.6,-71.5,6.93,5.09,Negativno,Ne
795,18.48433,77.399863,4.3,-32.6,7.12,0.56,Negativno,Ne
796,18.466695,77.383509,0.8,-38.7,7.29,4.09,Negativno,Ne
797,18.48783,77.397763,9.7,-27.5,7.44,4.95,Negativno,Ne
798,18.485971,77.376163,7.8,-53.0,7.85,0.77,Negativno,Ne
799,18.494775,77.376727,11.1,-45.6,8.04,5.05,Negativno,Ne
800,18.485504,77.407657,5.6,-34.3,7.21,4.34,Negativno,Ne
801,18.482024,77.386155,11.3,-52.3,6.77,2.75,Negativno,Ne
802,18.491297,77.372314,6.6,-8.9,6.3,5.0,Negativno,Ne
803,18.470188,77.399096,3.3,-18.8,7.5,2.82,Negativno,Ne
804,18.484274,77.388106,14.5,-30.8,6.54,5.74,Negativno,Ne
805,18.484725,77.376525,8.0,-66.3,6.92,3.98,Negativno,Ne
806,18.488484,77.397232,10.9,-55.4,6.66,3.29,Negativno,Ne
807,18.483496,77.401274,7.0,-63.8,7.12,5.32,Negativno,Ne
808,18.481474,77.397062,4.3,-62.3,7.2,5.29,Negativno,Ne
809,18.473966,77.411059,4.1,-45.4,6.68,3.23,Negativno,Ne
810,18.466437,77.385638,8.8,-63.3,6.85,5.35,Negativno,Ne
811,18.488307,77.391967,3.4,-33.6,6.74,5.21,Negativno,Ne
812,18.509503,77.384841,5.6,-29.9,6.97,1.08,Negativno,Ne
813,18.474264,77.383307,6.6,-37.9,5.79,5.64,Negativno,Ne
814,18.478111,77.384774,4.7,-47.5,6.81,2.22,Negativno,Ne
815,18.492715,77.394543,8.9,-30.3,6.53,4.2,Negativno,Ne
816,18.481454,77.397336,9.8,-34.8,6.92,4.68,Negativno,Ne
817,18.488266,77.393384,12.1,-33.4,7.65,0.96,Negativno,Ne
818,18.47083,77.383936,7.7,-9.9,6.86,8.367510804995371,Pozitivno,Da
819,18.472653,77.395534,0.2,-49.9,6.38,1.81,Negativno,Ne
820,18.47516,77.393109,12.1,-44.3,6.97,3.67,Pozitivno,Ne
821,18.480548,77.394753,10.2,-58.1,7.58,5.35,Negativno,Ne
822,18.475603,77.389557,5.7,-66.4,6.14,3.97,Negativno,Ne
823,18.478836,77.404946,12.1,-82.4,7.43,5.7,Negativno,Ne
824,18.479174,77.383817,3.5,-73.0,7.56,0.71,Negativno,Ne
825,18.483417,77.374691,7.5,-55.9,6.97,4.9,Negativno,Ne
826,18.468961,77.393747,12.3,-37.9,7.42,2.9,Negativno,Ne
827,18.487486,77.387033,6.7,-41.8,6.64,4.16,Negativno,Ne
828,18.48063,77.393783,11.0,-25.3,7.01,2.59,Negativno,Ne
829,18.504885,77.391078,8.7,-49.5,6.33,5.0,Negativno,Ne
830,18.474722,77.392212,1.3,-60.7,7.13,2.57,Negativno,Ne
831,18.493331,77.371649,2.9,-59.7,7.46,0.57,Negativno,Ne
832,18.486913,77.389729,8.9,-70.1,7.27,4.77,Negativno,Ne
833,18.455864,77.379771,2.4,-29.5,7.77,1.98,Negativno,Ne
834,18.473785,77.372231,13.0,-68.1,7.25,3.29,Negativno,Ne
835,18.487556,77.383673,11.6,-63.1,7.45,4.5,Negativno,Ne
836,18.478777,77.373414,10.6,-54.7,6.3,4.32,Negativno,Ne
837,18.483928,77.385149,3.9,-70.4,6.65,4.84,Pozitivno,Ne
838,18.469485,77.378771,5.8,-25.2,6.76,5.52,Negativno,Ne
839,18.493894,77.390524,9.7,-89.8,7.4,0.87,Negativno,Ne
840,18.476253,77.392492,7.4,-43.1,6.46,3.56,Negativno,Ne
841,18.481485,77.404072,9.5,-49.6,7.43,1.92,Negativno,Ne
842,18.470903,77.378037,14.9,-15.0,6.45,5.62,Negativno,Ne
843,18.479759,77.392691,14.2,-43.5,7.27,0.96,Negativno,Ne
844,18.476537,77.380096,12.3,-47.0,7.52,2.13,Negativno,Ne
845,18.495493,77.399734,14.0,-69.5,7.41,3.96,Negativno,Ne
846,18.493804,77.401325,3.4,-78.4,6.81,1.05,Negativno,Ne
847,18.468298,77.400339,2.5,-61.9,7.69,3.5,Negativno,Ne
848,18.470281,77.36717,4.1,-51.5,6.63,3.2,Negativno,Ne
849,18.481194,77.399058,4.2,-70.5,7.63,3.3,Negativno,Ne
850,18.485241,77.378809,5.6,-48.4,6.8,3.25,Negativno,Ne
851,18.481297,77.397227,2.2,-88.6,7.32,4.66,Negativno,Da
852,18.485257,77.386144,8.9,-50.2,7.56,3.96,Negativno,Ne
853,18.485002,77.413749,11.0,-62.0,7.43,0.67,Negativno,Ne
854,18.481758,77.38865,7.0,-19.5,7.14,0.64,Pozitivno,Ne
855,18.475677,77.382094,0.1,-55.8,7.4,2.27,Negativno,Ne
856,18.483792,77.39552,8.6,-51.0,6.52,0.7,Negativno,Da
857,18.474142,77.392912,4.5,-77.2,6.22,2.43,Negativno,Ne
858,18.481484,77.397747,6.3,-54.4,6.83,5.65,Negativno,Ne
859,18.487696,77.403742,14.8,-48.0,6.64,0.88,Negativno,Ne
860,18.479877,77.388132,5.6,-21.1,6.21,4.16,Negativno,Ne
861,18.473668,77.367049,2.8,-16.8,7.34,3.67,Negativno,Ne
862,18.488696,77.394776,6.4,-41.6,6.41,3.29,Negativno,Ne
863,18.474543,77.394174,6.5,-23.2,6.43,2.32,Negativno,Ne
864,18.474925,77.373773,4.8,-58.3,6.73,5.24,Negativno,Ne
865,18.480484,77.38515,10.4,-71.9,6.75,3.19,Negativno,Ne
866,18.481721,77.379349,11.0,-44.8,7.25,1.42,Negativno,Ne
867,18.480165,77.381304,3.0,-57.1,7.57,4.25,Pozitivno,Ne
868,18.492706,77.389416,8.9,-32.5,7.74,5.15,Negativno,Ne
869,18.48445,77.388576,2.4,-54.4,6.67,0.34,Pozitivno,Ne
870,18.484048,77.376327,9.3,-30.2,7.34,5.64,Negativno,Ne
871,18.496535,77.393672,13.9,-59.6,6.71,2.53,Negativno,Ne
872,18.464472,77.383924,13.9,-34.0,7.05,2.39,Negativno,Ne
873,18.47497,77.398149,13.2,-49.7,5.87,4.9,Negativno,Ne
874,18.4817,77.403007,5.8,-18.6,6.75,4.97,Negativno,Ne
875,18.482149,77.392084,0.3,-43.4,7.06,4.18,Negativno,Ne
876,18.47935,77.393599,7.2,-48.6,7.66,5.44,Negativno,Ne
877,18.48415,77.399284,4.2,-74.4,7.14,2.47,Negativno,Ne
878,18.474544,77.390813,4.1,-49.0,6.89,5.57,Negativno,Ne
879,18.490005,77.387555,4.5,-67.8,6.29,1.99,Negativno,Ne
880,18.477406,77.401684,0.5,-8.3,7.61,5.01741867266953,Pozitivno,Da
881,18.472597,77.388169,7.3,-58.5,5.96,3.19,Negativno,Da
882,18.493882,77.402656,5.6,-45.1,7.29,0.31,Negativno,Ne
883,18.472703,77.40244,15.0,-59.8,6.86,3.64,Negativno,Ne
884,18.485993,77.374838,6.0,-42.9,7.22,4.68,Negativno,Ne
885,18.488326,77.370709,4.4,-44.0,6.76,0.54,Negativno,Ne
886,18.490532,77.380011,6.7,-37.4,6.74,1.07,Negativno,Ne
887,18.490966,77.377818,3.4,-70.1,7.63,3.66,Negativno,Ne
888,18.473293,77.391822,5.7,-61.9,6.33,5.78,Negativno,Ne
889,18.484009,77.383159,8.3,-53.8,6.98,0.48,Negativno,Ne
890,18.490311,77.400247,11.8,-54.0,8.02,2.4,Pozitivno,Ne
891,18.491447,77.37746,1.0,-67.8,6.99,3.98,Negativno,Ne
892,18.488894,77.35948,3.9,-48.5,7.17,2.49,Negativno,Ne
893,18.462328,77.395688,10.9,-30.1,7.11,2.15,Negativno,Ne
894,18.460944,77.378052,4.5,-68.8,6.62,1.31,Negativno,Ne
895,18.479366,77.393695,14.5,-21.3,6.34,4.78,Negativno,Ne
896,18.466731,77.389693,7.6,-79.5,7.67,2.29,Negativno,Ne
897,18.480101,77.386425,3.5,-35.4,7.16,0.49,Negativno,Ne
898,18.486629,77.394213,4.5,-35.8,5.93,5.74,Negativno,Ne
899,18.474463,77.419497,7.0,-65.4,7.48,5.77,Negativno,Ne
900,18.462293,77.384239,11.0,-47.9,6.7,3.6,Negativno,Ne
901,18.483391,77.403102,7.9,-19.7,7.88,2.54,Negativno,Da
902,18.488765,77.384934,5.0,-59.3,7.76,5.09,Negativno,Ne
903,18.483963,77.387281,5.4,-43.4,6.53,4.57,Negativno,Ne
904,18.467547,77.399496,8.5,-33.0,7.11,3.16,Pozitivno,Ne
905,18.486495,77.385201,5.9,-69.2,8.79,3.59,Negativno,Ne
906,18.477798,77.391991,8.9,-34.4,7.16,5.35,Negativno,Ne
907,18.474909,77.389427,4.3,-43.4,7.2,0.8,Negativno,Ne
908,18.467686,77.393971,1.2,-53.0,7.02,2.18,Negativno,Ne
909,18.475061,77.377957,10.3,-21.5,6.72,2.91,Negativno,Ne
910,18.479381,77.386006,1.8,-51.8,6.1,3.47,Negativno,Ne
911,18.48732,77.392378,0.4,-44.8,6.71,5.7,Negativno,Ne
912,18.470648,77.389836,3.5,-64.6,6.78,0.66,Negativno,Ne
913,18.483433,77.393648,2.6,-56.0,6.68,3.32,Negativno,Ne
914,18.49086,77.392905,9.5,-65.0,7.59,1.55,Negativno,Ne
915,18.45897,77.388606,14.2,-39.1,6.35,5.97,Negativno,Ne
916,18.480095,77.394704,4.8,-44.5,6.2,5.3,Negativno,Ne
917,18.481012,77.377769,1.9,-37.7,7.89,2.6,Negativno,Ne
918,18.47332,77.394059,14.5,-57.2,7.38,0.98,Negativno,Ne
919,18.482694,77.386463,13.2,-53.0,6.83,0.84,Pozitivno,Ne
920,18.480314,77.395298,2.7,-44.6,7.41,2.28,Pozitivno,Ne
921,18.4744,77.39253,7.3,-35.2,6.76,0.83,Negativno,Ne
922,18.491819,77.388023,1.7,-53.0,6.16,3.55,Negativno,Ne
923,18.479804,77.381469,0.1,-41.7,6.42,2.66,Negativno,Ne
924,18.467354,77.388004,6.5,-45.6,6.82,5.86,Negativno,Ne
925,18.473961,77.38451,8.8,-43.7,7.18,5.21,Negativno,Ne
926,18.483776,77.369264,3.9,-31.3,6.45,3.35,Negativno,Ne
927,18.47685,77.400501,8.5,-7.2,7.72,6.317418672669531,Pozitivno,Da
928,18.486619,77.377326,11.0,-52.3,6.76,2.08,Negativno,Ne
929,18.476142,77.390861,11.4,-63.0,7.37,2.84,Negativno,Da
930,18.497117,77.405364,6.9,-64.2,7.03,3.8,Negativno,Ne
931,18.462295,77.386389,0.7,-40.9,7.13,2.4,Negativno,Ne
932,18.472572,77.393268,0.4,-50.9,7.56,3.94,Negativno,Ne
933,18.490214,77.36779,1.3,-23.1,7.54,5.59,Negativno,Ne
934,18.463693,77.387263,8.1,-61.6,7.83,1.46,Negativno,Ne
935,18.472958,77.386752,1.5,-43.3,6.39,0.5,Negativno,Ne
936,18.476535,77.38398,6.9,-40.9,7.62,5.58,Negativno,Ne
937,18.475281,77.393712,1.7,-44.6,7.66,4.79,Negativno,Ne
938,18.47504,77.400431,11.7,-48.1,7.33,0.4,Negativno,Ne
939,18.496305,77.374667,2.3,-42.2,7.24,3.67,Pozitivno,Ne
940,18.476986,77.39206,3.8,-69.6,6.66,0.11,Negativno,Ne
941,18.49551,77.394504,11.5,-55.2,6.76,3.3,Negativno,Ne
942,18.474109,77.37508,8.9,-41.7,5.98,0.7,Negativno,Da
943,18.486768,77.379289,12.9,-53.6,7.02,5.01,Negativno,Ne
944,18.509294,77.395271,6.9,-59.7,5.76,4.28,Negativno,Ne
945,18.477807,77.386714,4.5,-62.0,6.82,2.28,Pozitivno,Ne
946,18.482108,77.396504,5.9,-48.6,7.05,5.32,Negativno,Ne
947,18.478975,77.385439,4.7,-37.3,6.01,0.92,Negativno,Ne
948,18.474128,77.404269,7.2,-67.5,7.53,4.27,Negativno,Ne
949,18.494247,77.413591,12.6,-37.0,6.24,2.6,Pozitivno,Ne
950,18.478559,77.411695,11.8,-48.6,7.75,4.67,Negativno,Ne
951,18.478475,77.399492,6.2,-9.9,7.47,6.46741867266953,Pozitivno,Da
952,18.485105,77.396218,7.2,-42.9,6.01,3.62,Negativno,Ne
953,18.476484,77.373623,8.1,-33.3,6.84,2.0,Negativno,Ne
954,18.465709,77.389838,8.8,-59.9,6.58,4.23,Negativno,Ne
955,18.471363,77.392766,8.9,-54.0,8.07,0.95,Negativno,Ne
956,18.499482,77.396329,13.8,-60.4,7.85,2.22,Negativno,Ne
957,18.481502,77.395549,2.3,-64.5,7.34,3.61,Negativno,Ne
958,18.466235,77.393541,1.5,-18.0,6.12,2.32,Negativno,Ne
959,18.47787,77.401669,6.3,-14.6,6.59,5.08741867266953,Pozitivno,Da
960,18.47875,77.395242,9.0,-38.9,7.74,2.69,Negativno,Ne
961,18.470482,77.382808,6.3,-5.2,6.63,4.967510804995372,Pozitivno,Da
962,18.474525,77.383774,9.1,-58.1,6.94,4.92,Negativno,Ne
963,18.459398,77.374237,5.9,-38.8,6.77,4.76,Negativno,Ne
964,18.479994,77.397849,11.8,-59.5,6.84,0.42,Negativno,Ne
965,18.496117,77.400242,6.6,-64.2,6.89,0.57,Negativno,Ne
966,18.495433,77.397926,5.3,-28.5,6.89,4.99,Negativno,Ne
967,18.490004,77.387989,4.3,-52.7,6.6,2.74,Negativno,Ne
968,18.472272,77.409445,3.8,-39.5,7.25,3.39,Negativno,Ne
969,18.484329,77.383247,8.5,-36.8,6.73,1.16,Negativno,Ne
970,18.485324,77.382502,4.7,-44.9,7.18,0.76,Negativno,Ne
971,18.482944,77.381655,11.5,-58.3,6.12,2.61,Negativno,Ne
972,18.480468,77.374954,10.5,-59.1,6.29,0.46,Negativno,Ne
973,18.489384,77.39831,12.2,-71.0,6.77,1.29,Negativno,Ne
974,18.50869,77.39791,8.5,-37.3,6.88,3.98,Negativno,Ne
975,18.481789,77.37308,12.7,-74.4,7.13,2.99,Negativno,Ne
976,18.494078,77.395837,12.8,-34.1,6.8,0.53,Negativno,Da
977,18.482384,77.380812,9.1,-48.3,6.76,5.29,Negativno,Ne
978,18.474917,77.375022,14.7,-81.5,7.58,5.95,Negativno,Ne
979,18.49008,77.364583,2.1,-43.3,7.37,0.41,Pozitivno,Ne
980,18.471842,77.388634,9.5,-53.3,7.3,0.57,Negativno,Ne
981,18.462864,77.394881,9.2,-47.2,7.66,4.57,Negativno,Ne
982,18.473017,77.414618,0.5,-44.7,6.54,3.56,Negativno,Ne
983,18.479754,77.389138,5.2,-38.7,7.2,0.61,Pozitivno,Ne
984,18.481505,77.378623,12.1,-71.2,6.91,3.83,Negativno,Ne
985,18.473978,77.406913,4.3,-48.7,6.82,4.74,Negativno,Ne
986,18.468182,77.391543,11.9,-75.4,6.37,4.62,Negativno,Ne
987,18.493479,77.40146,2.9,-42.5,6.82,5.57,Negativno,Ne
988,18.480699,77.368363,13.4,-35.5,7.31,1.15,Negativno,Ne
989,18.470819,77.40372,5.7,-35.9,7.6,2.18,Negativno,Ne
990,18.473425,77.394075,1.9,-49.4,7.03,0.12,Negativno,Da
991,18.477884,77.385874,11.4,-36.6,7.21,3.2,Negativno,Ne
992,18.486218,77.387742,10.9,-45.7,7.05,0.58,Negativno,Ne
993,18.480709,77.385706,2.8,-32.3,7.14,4.44,Negativno,Ne
994,18.483493,77.386648,14.5,-54.9,7.48,1.31,Negativno,Ne
995,18.471523,77.394858,14.3,-25.3,7.22,1.7,Negativno,Ne
996,18.467726,77.402809,6.0,-49.9,6.86,2.63,Negativno,Ne
997,18.485524,77.421542,9.0,-47.0,6.87,2.76,Negativno,Ne
998,18.468116,77.408001,9.6,-35.0,6.51,2.76,Negativno,Ne
999,18.478697,77.388803,10.0,-45.7,7.42,4.9,Negativno,Ne
1000,18.469594,77.386451,5.8,-46.5,7.61,5.95,Negativno,Ne
1001,18.479008,77.378974,12.0,-71.9,6.87,1.91,Negativno,Ne
1002,18.473896,77.3839,3.2,-51.6,6.58,5.92,Negativno,Ne
1003,18.483001,77.377792,13.4,-38.8,7.5,2.78,Negativno,Ne
1004,18.46374,77.416624,1.9,-34.1,7.42,5.71,Negativno,Ne
1005,18.476663,77.399085,3.2,-34.7,7.36,1.87,Negativno,Ne
1006,18.479826,77.388111,12.8,-39.6,6.39,4.67,Negativno,Ne
1007,18.463518,77.397032,13.9,-44.9,7.21,4.45,Negativno,Ne
1008,18.483112,77.386788,3.2,-32.7,7.37,3.77,Negativno,Ne
1009,18.474969,77.401925,6.9,-79.6,6.37,0.47,Negativno,Ne
1010,18.497919,77.381632,13.8,-17.0,6.31,2.09,Negativno,Ne
1011,18.495727,77.392215,5.0,-63.7,8.08,1.26,Negativno,Ne
1012,18.495385,77.384901,7.9,-39.3,6.66,5.96,Negativno,Ne
1013,18.476832,77.373653,6.6,-62.3,6.47,4.45,Pozitivno,Ne
1014,18.477814,77.406944,14.0,-52.2,6.94,5.85,Negativno,Ne
1015,18.466876,77.396614,10.1,-70.2,7.57,5.72,Negativno,Ne
1016,18.473442,77.36989,1.1,-68.9,6.9,1.67,Pozitivno,Ne
1017,18.470062,77.384465,3.3,-58.5,7.09,0.39,Negativno,Ne
1018,18.479683,77.390949,7.6,-70.2,6.98,0.26,Pozitivno,Ne
1019,18.49965,77.388125,7.5,-72.0,8.04,2.78,Pozitivno,Ne
1020,18.460109,77.380856,7.4,-85.3,6.84,1.78,Negativno,Ne
1021,18.467433,77.399568,12.3,-33.2,7.34,4.92,Negativno,Ne
1022,18.485745,77.399576,0.9,-90.1,6.0,1.07,Negativno,Ne
1023,18.487764,77.39644,11.9,-43.5,6.8,0.63,Negativno,Ne
1024,18.476284,77.386942,14.1,-48.3,6.69,5.02,Negativno,Ne
1025,18.484638,77.399185,3.4,-96.4,7.24,1.77,Negativno,Ne
1026,18.486313,77.395113,14.5,-33.2,7.89,5.8,Negativno,Ne
1027,18.463366,77.389549,5.4,-59.3,8.03,1.65,Negativno,Ne
1028,18.477039,77.396177,0.2,-43.4,6.92,5.86,Negativno,Ne
1029,18.478005,77.400618,5.7,-7.8,6.14,7.967418672669529,Pozitivno,Da
1030,18.501477,77.395456,15.0,-48.3,6.98,2.31,Negativno,Ne
1031,18.491068,77.386032,10.2,-45.8,7.15,3.61,Negativno,Ne
1032,18.462288,77.381313,3.1,-49.1,7.47,5.99,Negativno,Ne
1033,18.479668,77.394899,14.0,-64.8,6.5,2.57,Negativno,Ne
1034,18.472208,77.396785,1.7,-51.4,7.26,3.1,Negativno,Ne
1035,18.488308,77.385502,7.2,-54.8,7.66,5.19,Negativno,Ne
1036,18.472987,77.382255,7.6,-10.4,6.7,6.627510804995371,Pozitivno,Da
1037,18.478378,77.388605,2.8,-44.7,6.83,4.99,Pozitivno,Ne
1038,18.485276,77.389983,8.0,-44.8,6.79,2.03,Negativno,Ne
1039,18.476438,77.395628,13.6,-26.6,6.42,5.11,Negativno,Ne
1040,18.468034,77.396158,2.1,-6.0,6.72,4.07,Negativno,Ne
1041,18.488922,77.385857,1.5,-68.6,7.87,4.22,Negativno,Ne
1042,18.473698,77.375673,14.4,-41.0,7.76,5.77,Negativno,Ne
1043,18.483329,77.386424,2.3,-50.6,6.74,3.2,Negativno,Ne
1044,18.489362,77.387943,12.1,-23.5,7.46,3.84,Negativno,Da
1045,18.489902,77.39759,11.4,-32.6,7.05,3.86,Negativno,Ne
1046,18.479661,77.389256,13.7,-67.5,6.71,3.73,Negativno,Ne
1047,18.492023,77.386254,11.5,-66.3,7.38,0.16,Pozitivno,Ne
1048,18.487912,77.374935,8.8,-51.8,6.45,5.82,Negativno,Da
1049,18.482216,77.394014,1.7,-40.6,7.09,4.96,Negativno,Ne
1050,18.482331,77.380364,9.9,-52.9,6.96,2.68,Negativno,Ne
1052,18.481072,77.390273,2.0,-75.0,6.72,2.14,Negativno,Ne
1053,18.472174,77.384744,12.8,-49.8,6.86,2.39,Negativno,Ne
1054,18.477537,77.382256,12.6,-29.5,6.41,5.56,Negativno,Ne
1055,18.467271,77.384184,7.7,-54.3,6.37,1.27,Negativno,Ne
1056,18.484222,77.411402,7.1,-52.5,7.49,2.93,Negativno,Ne
1057,18.444202,77.389366,14.5,-39.9,6.31,2.14,Negativno,Ne
1058,18.502766,77.400489,0.6,-48.2,6.95,2.79,Negativno,Ne
1059,18.487416,77.371915,0.5,-42.7,6.51,2.1,Negativno,Ne
1060,18.477441,77.385086,7.0,-73.6,6.52,5.36,Negativno,Ne
1061,18.486953,77.402818,8.1,-37.6,6.25,5.52,Pozitivno,Ne
1062,18.478976,77.392947,14.0,-32.0,7.09,4.16,Negativno,Ne
1063,18.48172,77.393706,4.2,-70.1,6.89,0.1,Negativno,Ne
1064,18.492081,77.384931,8.7,-57.9,7.65,0.59,Negativno,Ne
1065,18.485897,77.378007,11.2,-42.6,6.96,3.0,Negativno,Ne
1066,18.476812,77.378673,12.4,-35.5,7.04,0.46,Negativno,Ne
1067,18.478516,77.392021,2.3,-39.2,7.71,1.94,Negativno,Ne
1068,18.47096,77.396688,6.5,-57.8,6.29,1.3,Negativno,Ne
1069,18.481687,77.382169,12.0,-50.4,6.52,0.96,Negativno,Ne
1070,18.49192,77.387883,14.1,-44.1,7.46,1.48,Negativno,Ne
1071,18.486973,77.379222,1.3,-40.2,6.64,3.29,Negativno,Ne
1072,18.478683,77.408331,0.8,-58.0,7.03,2.93,Negativno,Ne
1073,18.474798,77.392513,5.8,-52.3,6.11,0.78,Negativno,Ne
1074,18.477455,77.389548,4.9,-63.7,6.97,5.29,Negativno,Ne
1075,18.487066,77.405815,13.9,-39.0,7.48,0.81,Negativno,Ne
1076,18.487305,77.382356,12.9,-63.8,7.14,5.03,Negativno,Ne
1077,18.478193,77.384219,15.0,-53.2,8.11,5.57,Negativno,Ne
1078,18.469541,77.391817,7.7,-42.4,6.58,0.99,Negativno,Ne
1079,18.489908,77.372555,10.1,-61.1,7.11,1.45,Negativno,Ne
1080,18.455919,77.390787,5.1,-49.1,7.01,2.98,Negativno,Ne
1081,18.468714,77.39915,12.9,-57.8,6.61,4.28,Negativno,Ne
1082,18.469125,77.374045,9.4,-60.0,6.63,5.81,Negativno,Ne
1083,18.479709,77.391947,8.5,-32.1,5.44,5.46,Negativno,Ne
1084,18.47974,77.397442,7.4,-39.9,6.41,2.96,Negativno,Ne
1085,18.481224,77.385363,7.4,-41.7,6.85,0.44,Negativno,Ne
1086,18.491891,77.400084,6.7,-70.9,6.81,0.31,Negativno,Ne
1087,18.486151,77.383137,4.2,-34.2,7.08,0.89,Negativno,Ne
1088,18.489908,77.406777,11.4,-53.1,6.3,3.94,Negativno,Da
1089,18.469426,77.389736,11.2,-25.9,6.72,4.91,Negativno,Ne
1090,18.490739,77.384473,9.7,-32.2,6.59,4.1,Negativno,Ne
